total_cup_points,species,owner,country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
84.67,Arabica,rob tuttle,Costa Rica,,,,5-1106-0011,thrive farmers,,,,1,2 kg,Specialty Coffee Association,2012,"January 3rd, 2014",Rob Tuttle,,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,0.0,1,0.0,Green,10,"January 3rd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,
80.67,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11/11711/1,"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,150,60 kg,Asociacion Nacional Del Café,2015/2016,"October 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,0.11,0,0.0,Green,0,"October 22nd, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0
86.17,Arabica,itdp international,Thailand,co-op #12,,,01-011-512,lanna cafe,1300,chiang rai,ITDP,53,1 kg,Specialty Coffee Association,2012,"April 12th, 2012",ITDP International,Caturra,Washed / Wet,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,8.42,0.1,1,0.0,Green,9,"April 12th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0
80.92,Arabica,min hlaing,Myanmar,sithar coffee farm,,local made,unspecified,"sithar coffee co., ltd.",3500 ft,pyinoolwin,Min Hlaing,2,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",Min Hlaing,Other,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,0.0,0,0.0,,5,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d,ft,1066.8,1066.8,1066.8
84.17,Arabica,afca,Uganda,,,great lakes coffee,x,great lakes coffee,1500-1700m,mt. rwenzori,,320,60 kg,Africa Fine Coffee Association,2012,"February 13th, 2012",AFCA,Other,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,1,"February 12th, 2013",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500.0,1700.0,1600.0
83.42,Arabica,"ceca, s.a.",Costa Rica,gamboa,8885,beneficio montañas del diamante,5-025-0032,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2016,"February 17th, 2017","CECA, S.A.",Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,0.09,0,0.0,Blue-Green,4,"February 17th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850.0,1850.0,1850.0
83.83,Arabica,juan luis alvarado romero,Guatemala,finca el morito,,beneficio ixchel,11/23/0464,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"April 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,3,"April 26th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
83.25,Arabica,rodrigo soto,Costa Rica,coopellanobonito,s16292,coocafe r.l,5-139-0050,panamerican coffee trading,,tarrazu,Coopellanobonito,275,69 kg,Specialty Coffee Association of Costa Rica,2015,"September 20th, 2016",Rodrigo Soto,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,,0,"September 20th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,,,
83.42,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0147,exportadora de cafe condor s.a,1450 msnm,cundinamarca,Exportadora de cafe condor,250,70 kg,Almacafé,2012,"June 26th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,2,"June 26th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1450.0,1450.0,1450.0
82.75,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0127,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,250,70 kg,Almacafé,2014,"November 7th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,Blue-Green,2,"November 7th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
79.67,Arabica,saul m. hernandez ramirez,Mexico,el encinal,,en el progreso,1702807163,,975,"tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,0.13,5,0.0,None,6,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,975.0,975.0,975.0
80.33,Arabica,simon mahinda,Burundi,,601,sogestal mumirwa,027/01/601,sangana commodities k limited,1700,mumirwa,SOGESTAL MUMIRWA,300,60 kg,Kenya Coffee Traders Association,2016,"January 22nd, 2016",SIMON MAHINDA,,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,0.12,0,0.0,Green,0,"January 21st, 2017",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1700.0,1700.0,1700.0
82.58,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0004,exportadora de cafe condor s.a,1750 msnm,huila,varios,250,70 kg,Almacafé,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,7.42,0.11,0,0.0,,3,"October 9th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0
79.75,Arabica,calixto guillen vazquez,Mexico,various,,productores de cafes especiales sc,2406,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,380,1 kg,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,0.12,0,0.0,Green,5,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300.0,1300.0,1300.0
83.0,Arabica,alfredo bojalil,Mexico,las lomas,,,2222,ecomtrading,1200,coatepec,FRANCO COLORADO DOMINGUEZ,250,1 kg,AMECAFE,2012,"July 11th, 2012",ALFREDO BOJALIL,Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,0.11,5,0.0,Green,8,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0
85.58,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,220451,kona pacific farmers cooperative,,kona,,8,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,8.0,0.0,0,0.0,,1,"April 6th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,
87.83,Arabica,ethiopia commodity exchange,Ethiopia,aolme,,c.p.w.e,010/0338,,1570-1700,oromiya,Bazen Agricultural & Industrial Dev't Plc,300,60 kg,Ethiopia Commodity Exchange,March 2010,"August 31st, 2010",Ethiopia Commodity Exchange,,,8.25,8.33,8.5,8.25,8.58,8.75,9.33,10.0,9.33,8.5,0.05,0,0.0,,2,"August 31st, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,1570.0,1700.0,1635.0
79.33,Arabica,eric jesus cordoba arroyo,Mexico,la gloria,,"el olvido, zentla, veracruz",1104275271,,750,zentla,ANTONIO CORDOBA MURILLO,50,1 kg,AMECAFE,2012,"September 10th, 2012",ERIC JESUS CORDOBA ARROYO,Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,7.0,0.14,0,0.0,Green,19,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,750.0,750.0,750.0
80.58,Arabica,beneficio santa rosa,Honduras,bsr,,beneficio santa rosa s.a.,13-123-238,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,275,69 kg,Instituto Hondureño del Café,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,0.11,0,0.0,Green,5,"April 30th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0
83.08,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2781,,de 1.600 a 1.950 msn,huila,"Grupo Monserrate, La Plata",275,70 kg,Almacafé,Mayo a Julio,"July 29th, 2011",Racafe & Cia S.C.A,Caturra,,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,0.01,0,0.0,,0,"July 28th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
83.42,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,日月潭文武莊園,1,南投縣埔里鎮蜈蚣里,,宸嶧國際,,,黃素貞0939227229,1,10 kg,Blossom Valley International,2015,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,0,"February 13th, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,,,
84.33,Arabica,nucoffee,Brazil,santa alina,,,,,1200m to 1350m,vale da grama,Lucia Maria da Silva Dias,75,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,Yellow Bourbon,,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,0.0,0,0.0,,4,"October 27th, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1200.0,1350.0,1275.0
82.17,Arabica,cadexsa,Honduras,bethel,,cadexsa,13-63-206,cadexsa,1350,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,0.11,0,0.0,Green,2,"April 14th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0
84.17,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-4173,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,275,70 kg,Almacafé,2015,"August 18th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,0.0,0,0.0,Bluish-Green,0,"August 17th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
82.08,Arabica,sergio de la vequia bernardi,Mexico,tomatlancillo,,cafetalera la cuchilla,1102751467,,1250,veracruz,RAMIRO DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,0.11,0,0.0,Green,1,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0
80.5,Arabica,eileen koyanagi,United States (Hawaii),,,,KP010914,kona pacific farmers cooperative,,kona,,10,100 lbs,Specialty Coffee Association,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,0.11,1,0.0,Green,0,"February 4th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,
81.67,Arabica,dae ltd company,"Tanzania, United Republic Of",multiple,,dae ltd,C001,dae ltd company,1200-1800m,mbinga,DAE Ltd,20,60 kg,Africa Fine Coffee Association,2014,"January 2nd, 2015",DAE Ltd Company,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,0.12,0,0.0,Green,0,"January 2nd, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1200.0,1800.0,1500.0
83.58,Arabica,racafe & cia s.c.a,Colombia,,3-37-2548,bachue,3-37-2548,racafe & cia s.c.a,,huila,La Plata,275,70 kg,Almacafé,2016,"April 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,4,"April 15th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,
82.33,Arabica,the coffee source inc.,Colombia,several,,antioquia,3-037-996,the coffee source inc.,1300,antioquia,SEVERAL,250,3 kg,Specialty Coffee Association of Costa Rica,2013,"January 21st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,2,"January 21st, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1300.0,1300.0,1300.0
83.75,Arabica,kennedy macharia,Kenya,,sc 9693,sasini mills,37-0985-4132,taylor winch (coffee) ltd,1800,nyeri,KAROGOTO,200,60 kg,Kenya Coffee Traders Association,,"January 11th, 2018",Kennedy Macharia,SL28,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,0.11,0,0.0,Green,2,"January 11th, 2019",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1800.0,1800.0,1800.0
80.92,Arabica,grupo santab s.a de c.v.,Mexico,finca monte azúl,240LVCF,cafetal la orduña,,grupo santab s.a. de c.v.,1100,veracruz,Jose Oscar Garza Sardaneta,240,69 kg,Centro Agroecológico del Café A.C.,2017,"May 12th, 2017",Grupo Santab S.A de C.V.,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,0.11,0,0.0,Green,11,"May 12th, 2018",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1100.0,1100.0,1100.0
83.17,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0119,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,232,70 kg,Almacafé,2014,"November 5th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,0.0,0,0.0,,4,"November 5th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
81.92,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0633,beneficio ixchel,11/23/0633,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,0.1,0,0.0,Green,1,"August 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1901.0,1901.0,1901.0
83.92,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,神谷山莊園,,神谷山莊園,Taiwan台灣,宸嶧國際,950公尺,台中和平區,張瑞宏,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,0.06,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,950.0,950.0,950.0
81.08,Arabica,gerardo hernandez valderrabano,Mexico,,,santa maria siltepec,1955,comercializadora profesional mexicana s.a. de c.v.,1642,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,40,1 kg,AMECAFE,2012,"August 30th, 2012",GERARDO HERNANDEZ VALDERRABANO,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,0.11,0,0.0,Green,5,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1642.0,1642.0,1642.0
84.25,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",jacksom mwasenga,,tembo coffee company ltd,C46,tembo coffee company ltd,1620m,shizingo village,Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,0.12,0,0.0,Green,7,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1620.0,1620.0,1620.0
84.5,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,,coopetarrazú,5-114-0170,coopetarrazú.r.l,1700,tarrazu,Coopetarrazú,250,1 lbs,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,0.11,0,0.0,Green,0,"July 5th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1700.0,1700.0,1700.0
82.33,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0394,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"May 23rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,0.1,2,0.0,Green,5,"May 23rd, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
83.33,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora agricola,3-68-0103,exportadora de cafe condor s.a,1650 msnm,santander,varios,275,70 kg,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,1,"April 7th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650.0,1650.0,1650.0
82.42,Arabica,nucoffee,Brazil,santa mariana,,,002/1251/185,nucoffee,,south of minas,Glycia Maria,51,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Arusha,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,Blue-Green,2,"January 22nd, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,,,
80.0,Arabica,ethiopia commodity exchange,Ethiopia,"phone number | 0911-51-08-01, email | at",,,010/0170,,,limu,Contact name | ATO Teshome Belamo,300,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,0.05,0,0.0,,2,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,,,
82.83,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0578,"unex guatemala, s.a.",4000psn,oriente,AMILCAR LAPOLA,80,69 kg,Asociacion Nacional Del Café,2015,"July 20th, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,2,"July 19th, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
80.92,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,張文進莊園,,張文進莊園,Taiwan台灣,宸嶧國際,550公尺,台中新社,張文進,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,0.09,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,550.0,550.0,550.0
80.92,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,bi yun si shi yi 碧云四十一咖啡坊,,bi yun si shi yi 碧云四十一咖啡坊,,blossom valley宸嶧國際,900 m,taichung taiping 台中市太平區,Lu bi yun呂碧云,35,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,0.11,0,0.0,,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,900.0,900.0,900.0
80.25,Arabica,saul m. hernandez ramirez,Mexico,mirador,,en coyula,1702801679,,808,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,0.11,2,0.0,None,8,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,808.0,808.0,808.0
84.25,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2230302 KONA NO. 1,kona pacific farmers cooperative,,kona,,7,100 lbs,Specialty Coffee Association,2012,"December 11th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,0.11,1,0.0,Bluish-Green,1,"December 11th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,
86.25,Arabica,hider abamecha,Ethiopia,haider abamecha coffee plantation,,faysal abamecha processing plant at yebu town,2014/15,haider abamecha coffee export,1750-1800,oromia,Haider Abamecha Abadiko,320,60 kg,METAD Agricultural Development plc,2014,"March 27th, 2015",Hider Abamecha,,Natural / Dry,8.0,8.08,7.92,8.0,8.08,8.08,10.0,10.0,10.0,8.08,0.1,0,0.0,Green,3,"March 26th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1750.0,1800.0,1775.0
82.17,Arabica,organizaciones de productores de cafe colimense,Mexico,"la calera, barranca de la leona, el nogal",,beneficio productores organicos de cnoas s.p.r. de r.l.,"70381402, 70381402, 703815394",organizaciones de productores de cafe colimense sa de cv,1200,colima,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",60,1 kg,AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,0.1,0,0.0,Green,1,"July 2nd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0
